good location affordable price one bad surprise  we were looking for an affordable place to stay in boston and we got an amazing deal at the best western through a travel agency for 130 night free parking and breakfast included this 3star hotel was more than what we expected checkin was very easy reception staff was very helpful manager was friendly breakfast was acceptable room was clean and of decent size bathroom was very clean no complaints until the last morning when right before checkout we realized that we had shared the room with a mouse or some other rodent   a chocolate bar had small bite marks all over it as if some animal had tried to eat it through the wrapper  as we were leaving anyway we did not make a big fuss out of it the employee at the reception made a note of it and told us that they have had a rodent problem in the past  it might just be bad luck we might even go back to this hotel as the location and price are unbeatable but we will definitely never leave any food or candies in our room again ,0.06875,0.041875,neutral,4,3,3,4
way out in boston best western terrace inn 1650 commonwealth avenue boston ma usastayed sep 2008 one night double room location actually on mount hood road off commonwealth avenue between washington street and sutherland street boston mbta green line b tram stops the tram journey is roughly 4050 mins from park street and government centre downtown stations so the hotel is not very handy for doing things in the centre of the city there are few facilities near the hotel  the hotel staff said one thai one italian restaurant a 711 shop and a pharmacycumus mail officewe found them very near  the hotel is more of a motel with three separate blocks reception and two separate bedroom blocks which have no covered ways between them so if it is raining there are steps to reception but there is access by ramp via dining area for wheelchairs bedroom block 1xx  ground 2xx has no lift to upper floor did not assess block with rooms 3xx5xx being just off commonwealth avenue saves it from traffic noise so it is quieter than one may anticipate the room we had was plain but very spacious and cleano criticism of that the welcome was pleasant and helpful but the ontinental breakfastwas at the poorer end of the scale cereals yoghourt fresh fruit bread and rolls  bagels but no meats or cheeses the fruit juices were really diluted fruit rinksrather than fresh or 100 reconstituted the rockeryis of the plasticised paper variety plus plastic lassesand polystyrenefoam tea coffee containers  ups similarly the cutlery is plastic with no large spoon the hotel was willing to extend checkout time by one hour  to noon and to safekeep luggage after checkout until later in the day is this the boston location or quality you want for 171  192 incl taxes ,0.037743505,0.03125,negative,2,2,2,4
pleasantly surprised i ve been by this hotel many times since i live in the area i always thought it looked kind of sketchy situated as it is immediately behind a gas station on commonwealth avenue  which could also be convenient too i guess  but one night i got locked out of my apartment and so needed a quick easy inexpensive place to stay this place worked out great and is fine if you are looking for a safe clean reasonably priced nofrills option in bostonwhich is hard to find the room itself was larger and nicer than i expectedalthough the blaze orange bedspreads need to be updated the price was fairyou could easily pay double the amount in downtown boston the location is in the allstonbrighton neighborhood just west of kenmore square and fenway park this is great is you are visiting bu or bc but not if you want to be right in the middle of the city center the green line trains are steps away and it is about a half hour ride into the city properor less if you are headed to a red sox game or bc game an ok breakfast was included juice coffee cereal bagels toast etc nothing unusual  the room was quiet but i would suggest you ask to be on the inside away from the street if possible the staff was helpful and accomodating all in all not great but not bad ,0.04047131,0.05532787,neutral,3,3,3,3
awful we found this hotel through a college website it was listed as a hotel in the vicinity of boston college and close to downtown boston we were planning a trip to see the some of the colleges in boston and didn t want to spend a fortune   so we booked it big mistake i knew we were in trouble when we saw it was practically in the parking lot of a gas station   it s just behind the gulf station the check in was fine people were friendly and helpful but when i saw the room i nearly cried it looked dirty the room was dingy and old   really fairly run down the bathroom had a frosted window   no curtain   that looked out on the parking lot if you opened the bathroom window   anyone outside had a full view in we all felt so uncomfortable that we cut our stay down from 2 nights to 1 we just couldn t sleep there it s location is closest to boston college but it was a bit of a trip to boston u and northeastern u what the best western considers a shuttle service is actually the boston subway system this hotel is located on the very outskirts of boston it is in a rather seedy area and we really didn t feel safe waiting for the subway or walking back to the hotel at night it took about 35  45 minutes by subway to get into downtown boston it was not a pleasant ride we loved boston itself  it is a great place to visit my advice is to spend a bit more for a clean bed bathroom and get closer to downtown ,0.031144781,0.038299665,negative,1,0,1,1
careful its cheap but shabby nice staff but the place is well past its best when we checked in our initial impression of the room was not good the a c was not really working and the fridge in the kitchenette would not close properly the room was clean but needs updating my wife could not sleep as we were in a double room and it was too hot with non functioning a c the positives nice areahelpful staffnegativespoor parking not enough rooms are shabbywill not be going back ,0.0744382,0.07724719,negative,2,0,2,3
awful we booked this hotel because the boston college website listed it as a local place to stay we planned on staying two nights and we had booked two rooms at a rate of 169 00 per night when we arrived my husband commented that it looked like the bates motel once inside our room  we were horrified the room had been decorated in the 70 s and had never been updated it was extremely shabby and the bedspreads and carpet were stained worst of all was the disgusting smell of smoke and stale air it was so bad that we told the front desk clerk that we didn t want to stay there  the clerk informed us that he may have to charge us anyway we told him fine knowing that we would stop our credit card payment and make a formal complaint against the hotel our trip to the boston area ended up lovely we checked into the doubleday suites and were very happy there the rate at this hotel was actually less expensive because a two room suite was 199 00 and accommodated our family just fine the bottom line is don t stay at the best western inn in boston there are so many other options of great places to stay ,0.04205069,0.035714287,negative,1,0,2,1
ok but some cons i stayed at this hotel for 2 nights in october the hotel was very clean seemed to be in a very safe neighborhood and provided an adequate breakfast it was a one block walk from the green line  b branch washington st  however the hotel is rather far from downtown the trolley ride is very very slow and tedious and i found the green b line trains to be the most infrequent as such it usually took us at least 30 minutes to get to downtown in addition on the second night we were kept awake by a loud party from about 2am3am i called the front desk but found them to be extremely unhelpful and completely unconcerned the hotel was the best value that i could find that was still in a decent neighborhood again it was clean and there were no problems with the room itself however due to its inconvenient location and unhelpful staff i will not stay there again ,0.04585799,0.046597634,negative,3,0,2,1
great area not great hotel i ended up getting this hotel through priceline there was a conference in town and i had a hard time finding anything else even through regular reservations overall i was very disappointed to start off my first room had a shower that the wall had been busted out and mold wasv everywhere there was also no kitchen and the hotel lists that every room has a kitchen  it must be saved for priceline customers  i was moved promptly to a room a bit larger with a kitchen and at least it was in tact pros staff was nice unexperienced but nice location was quiet residential and right next to the tcons very dirty the bathroom was infested with house centipedes   i saw a family of them  bathtub did not drain  took about an hour after the shower was finished i asked everyday for it to be fixed but it never was  large groups stay here while the neighborhood is quiet the group can have lots of parties  nonsmoking room smelled of thick smoke i did report my unhappiness to the corporate office and they said i would be contacted by management no one ever contacted me this hotel has potential because of the location but need a complete overhaul ,0.03322072,0.0625,negative,4,1,1,3
not what we expected we booked this hotel because it was very close to boston university where we were dropping our daughter off for graduate school the area was fine     we were able to walk to a grab a bite to eat in the surrounding area without difficulty the free parking was a definite plus our main gripe was with the room which was very very damp it was a warm night but the whole room and even the bed linens felt very humid and damp also the free breakfast was only marginal too many people scurrying for a table and towards the end of the designated hours they stopped putting out more food so all you could have was what was picked over by others we ll be looking for another place to stay when we go back to visit boston ,0.04452055,0.02739726,negative,4,2,1,1
not the best best western we stayed here with my 14 month old daughter for a week in june of 2006 the room was supposed to be a nonsmoking room but certainly didn t smell that way the area seemed ok  however we did hear what sounded like 8 gunshots at about 3am which didn t exactly make us feel secure the room was basically clean but hadn t been refurbished in what seemed like years and so didn t feel really clean the first portable crib they sent was broken the staff wasn t too bad but not as responsive as i wanted it took them a day to fix the ac heat in our room not the worst i stayed in by any means but definitely not the best it wasn t up to the standard i expect out of best western i probably wouldn t stay here again ,0.059210528,0.05180921,negative,2,0,2,2
good location with free parking but not a favorite we spent 2 nights at the terrace inn it is located in a very nice area the room was large but we tended to both roll to the center of the bed making it 2 long nights loved the short 3block walk to the mta line for the convenience of taking public transportation especially since the dig collapse had made car travel even more difficult parking was free which is a big plus in boston the ice machine was located about a block away in a different building on our last day it was helpful to be able to leave our luggage in a room off the lobby before being picked up to go to the airport however the staff failed to deliver a message to us from the shuttle service saying they would be 20minutes late even though we were sitting in the lobby reading this caused us some anxiety and an unneeded call to the shuttle service ,0.03794643,0.03125,neutral,4,0,0,2
pleasantly surprised i was pleasantly surprised at the great service location and price of this hotel with downtown boston hotel prices being near 300 per night this hotel offers a refreshing discount the hotel is next to the subway and the continental breakfast was just right why pay the high prices of downtown when this hotel is literally minutes away from it all ,0.071428575,0.021825397,positive,4,4,4,4
never again don t even think about it don t go there don t stay there avoid it like the plaguebest western should be ashamed ,0.025,0.07,negative,0,0,0,0
2 rooms out of 3    not bad the terrace inn is very convenient is well maintained has a reasonable breakfast and is reasonably priced for boston i would have liked to rate this hotel 5 stars but an annoying thing happened when i stayed there recently i made reservations for 3 rooms at this hotel 5 months prior to the date because it was boston university graduation weekend  my wife and i and 2 other relatives were coming up  i called several times over the 5 months to make sure we stil had our 3 rooms each time we were reasured the reservation was there for 3 rooms we got a letter from them stating since it was a busy weekend our deposit was non refundable if we canceled within a few weeks of the date not nice but we accepted that since we were coming for sure we arrived on the day came in at 130 pm they told us they had our 3 rooms reserved but they were not ready yet no problem we would leave our luggage there see the sights of wonderful boston and return after dinner just to be safe i called at 330 pm to see if we needed to do anything else for our 3 room reservation no they said everything was taken care of we had our 3 rooms we returned at 930 pm to be told we had  2 rooms not 3 we overbooked and since you had 3 rooms we thought you could get by with 2 they said nicely  i have no complaints about the weekend night manager he was stuck with the situation he didnt create  all of boston was booked it was late they gave us 20 off each room and gave us two rooms a suite with two rooms the relatives had to share and a room with two single beds for me and my wife the next morning i requested and got an additional room upon checking out i asked the manager how this happened and he said we don t do this on purpose it just sometimes happens that was it you other travellers can tell me if this happens frequently to you  has never happened to me in 49 years i emailed the best western office they said i would hear within a week  haven t heard anything in 1 1 2 weeks from the terrace inn we got by ok for one night it wasn t that big of a deal but my questions are if you can take all my money if i don t show up why can t you make sure everyone who puts that money up has a room have you looked into this mistake to see how often it happens wouldn t it be nice to respond to questions referred from the main officeso i suggest they study the overbook policy or drop that no refund policy on busy weekends if you make reservations you might want to have a cancelable reservation somewhere else just in case ,0.031490386,0.030048076,negative,3,3,3,2
totally gross and cheesy let me first admit that i m giving this an ok rating due to the fact that my wifi worked and had a great connection now when i walked into my room it just looked awful super cheap comforter awful appliances really dusty and gross closets and that unsure feeling of should i really walk on the carpet and to make sure i wasn t thinking this myself my coworker who i traveled with had all of this plus a horrid smelling room ok so it is clsoe to the t train but it is very hard to find while driving and it isn t really worth finding all in all this hotel is fine of the rooms are going for 39 99 a night but for 125 you could at least get the musly smell out of the room   first time here and the last time for sure ,0.05967742,0.062903225,negative,0,0,2,1
eh stayed here overnight 3 113 12 first the positives close to a t stop about a block awaybrookline area is very nice neighborhood a little out of the way from the tourist area  the price was reasonable  we had adjoining rooms with little kitchenette that we didn t use but that could be helpful relatively clean basic lodgingfree wi fi worked great  free parking the negatives  the bed were hard as stone i didn t sleep well at all even after 2 glasses of wine  small rough bath towels soap that smelled like dial soap  i bring my own soap but dial is really harsh  door handle to our room was loose which made us a little nervous leaving laptops there  a little noisy we could hear the people above us walking around  but not our 2 teenaged girls in the adjoining room  the bagel i got from the breakfast buffet was as hard as the bed we were jokingly calling ourselves barney and betty rubble overall if they changed the beds to something more comfortable and better towrels and toiletries i would stay here again as it is a good budget option for families ,0.04773301,0.03782524,neutral,4,2,4,2
best feature of this hotel is their people we found this hotel to be very convenient and clean as well as comfortable in all ways we especially appreciated their front desk people they were knowlegable and helpfull they directed us to the sights and how to get to them and to exellent places to eat in the neighborhood as well directed us on the best ways to get around the city we used their advice and took the subway into the heart of the city the subway was only half a block away from the hotel  glad i did not try to drive around in the city many detours and difficult traffic were there on tuesday wednesday rather dissapointed in the cheers bar expected too much i guess used one of the tour trolleys to see the sights this worked out well ,0.060314685,0.02972028,neutral,4,0,0,5
good hotel for your  i stayed here for 7 days and was pleasantly surprised especially after reading some of the more negative reviews posted here i did not have any of their experiences  i e cobwebs etc   my room had a kitchenette with stove refrigerator iron board also had a queen size bed price was 135 night  not including all the taxes  my room was clean and housekeeping did a great job daily my room also had wifi access which was wonderful and i used daily i did notice however that in certain parts of the room the signal was stronger than others it seemed to be strongest when i sat at the desk very good continental breakfast 1 block from the t  boston subway  which was convenient and i took all over the city i just graduated from boston univ and took the t there also close to boston college staff overall were friendly and helpful although one guy kind of had an attitude thus i give it a rating of 4 5 i would stay here again and also recommend this hotel to others good value i think ,0.055555556,0.037247475,positive,5,4,4,4
roomy suite  could be cleaner the suites at the best western terrace inn are a decent size with plenty of storage areas and full kitchen the sofa bed is very uncomfortable very good continental breakfast included very helpful front desk staff free outdoor parking a pc with free internet access and printing is located at the front desk the room could have been cleaner  rugs needed a vacuuming and we could do without the webs on the walls great location when visiting boston college boston university and northeastern ,0.045833334,0.0125,positive,4,3,0,2
good experience with the extended stay package i stayed here in september of 2004 for 1 month their rates were surprisingly low at just 1600 for the entire month   taxfree i was also happy with the free breakfast parking and free newspaper they offered it s very difficult to find free parking in boston the last hotel i stayed at in boston charged 20 day and i didn t find out about it until i got there the property was quiet and the rooms were nice i will certainly stay here again ,0.03324468,0.04255319,positive,3,3,4,4
notsogreat stay we stayed at the terrace inn in the summer of 04 the hotel is in an awkward location and difficult to get to by car if you are not familiar with the streets when we asked for new sheets  ours were stained we had to walk out to the lobby to retrieve it ourselves when we had questions about internet access the person working at the front desk was completely clueless and could not help us  it turns out they only had dialup even though the lamp in the room had a dataport we found spiderwebs in the corner of the rooms as well one morning we had our privacy please sign up on our door yet the cleaning lady knocked on the door and said that there were people here to replace our curtains this was very unexpected and rude especially since there was a reason for placing that sign on the door complimentary breakfast is served but guests should arrive early or take the food to their rooms the breakfast room is too small to accomodate everyone ,0.027322404,0.034153007,negative,2,1,0,1
conveniently situated but expensive not having been to boston before i chose this hotel because it was away from downtown but close to a subway station making it easy to get in from this point of view it was a good choice but the hotel was fairly basic for the high price  but boston is expensive other than public transport  the hotel was very busy as it was heavily used by people who were using the close by medical hospital facilities they received a signifacantly discounted rate for which i was contributing to which did not seem quite right reception seemed to be hampered by computer problems but other than that the hotel was efficient clean and the room was as one would expect i e equiped with the normal basics the adjacent food hall was very useful and for a 2 night stay the place was acceptable but nothing more well located for the fenway park red sox baseball ,0.081018515,0.046296295,neutral,4,3,2,4
good location to local hospitals we stayed one night at the inn at longwood due to its close proximately to brigham and women hospital the hotel had a very convenient parking garage attached for 18 a night you need to get your parking ticket validated by the hotel before leaving the check in process was quick and we got to our room within 5 minutes overall the room and bathroom were clean and updated however the ac heat elementvent was dirty and old was from the 1970s complete with dust and grime  this grosses me out at any place the room was very tight for 2 queen beds so one bed was pushed up against the dirty ac thing less then desirable but oh well standard for most older hotels we had dinner at the hotel restaurant the menu was diverse and all price ranges the bartender made some good drinks for us the waitress was extremely slow but the food was good there was a small food court with fast food and coffee shops and cvs the hotel was quiet for a few hours sleep the checkout process was quick and we were at the hospital within 10 minutes i recommend this place if you are traveling from out of town or local and have an early morning appointment at one of the hospitals ,0.04811947,0.030420354,neutral,4,3,3,4
decent place  would recommend this best western is nicer and cleaner than most best westerns initially we had some trouble finding the lobby to check in but only because we went in through the food court cvs entrance at the front desk check in was hassle free but the desk staff wasn t friendly at all he mumbled something about our room having been given away so we had gotten a free upgrade to an apartment suite we were a little confused but hey it was a free upgrade the apartments are in a separate part of the building from the hotel and aren t bad really the hallway once you exit the elevator is a little small and cheap looking and there was a bag of linens  clean or dirty i m not sure sitting in the hallway for the entire duration of our stay  granted we did only stay one night  but once you enter the apartment it is cozy and simply decorated and the kitchen is even outfitted with dishes and paper towels etc there were a few things i noticed which might bother some people but didn t really bother me one is that there were some noticeable holes in one of the walls which just need a little spackle another is that there was a teeny bit of mold mildew in between the shower tiles and the shower curtain could have been a little cleaner other than those small things the apartment was nice and clean enough the hotel itself is only a 6 block walk from fenway and in the same building as a food court cvs also the longwood restaurant on premises is actually pretty good and not expensive i would stay here again if i needed to be in the vicinity of fenway or the hospitals ,0.04464286,0.03733766,negative,3,4,3,3
giives new meaning to the word  filthy my husband and i stayed at the inn at longwood medical because of it s proximity to dana farber cancer center and brighams and woman s hospital i was somewhat hesitant because of the reviews here but it is the closest hotel to the medical facilities so we booked i was completely unprepared to the actual filth and dirt in the room i wiped down the remote the light switch one doorknob and the heating air conditioning dial and the antibacterial wipe i was using was dark gray and black astounding then we pulled down the sheets and found long black hair between the sheets i lifted up the sheets to check the mattress pad because of an earlier review i read involving bedbugs and was so dismayed to see dirt and very short very curly hair embedded in the mattress pad overall the state of the room was disgusting staff was fine checkin out was fine complimentary breakfast was fine i just wish there was another hotel close by to have another option for overnight stays ,0.055405404,0.07027027,negative,4,3,2,1
good bad and the ugly we chose this hotel based on the photo and description on the hotel s own website it was a bit misleading the hotel is difficult to find considering that it sits in top the galleria  not a mall despite the name among several medical facilities and colleges we passed it and had to turn around  a complicated proposition considering the volume of foot traffic in the area the traffic signals are slow and pedestrians  mostly medical school students in a hurry pretty much ignore them creating a major driving hassle we parked in the garage adjacent to the hotel which costs 18 day the spaces are small and some valet service also uses the garage  double parking all over the place creating another headache front desk staff was minimal and we ended up waiting for our parking voucher every time we came and went that s the bad the good the room had a great layout and was spacious it included a table desk microwave fridge sink  basically a small kitchenette  and a whole wall of windows  the windows faced apartment windows which was a bit disconcerting  imagine looking out and seeing a man changing his clothes in his bedroom not 50 feet away  the location was great for walking  much to see and plenty of restaurants to choose from as a matter of fact the galleria food court is literally an elevator ride away there we could choose from a variety of quick meals  mexican chinese american subs sushi soup coffee smoothies even dairy queen and mcdonalds the ugly unfortunately there was an ugly the toilet was unstable and filled inconsistently the shower never stopped dripping and had a slow  extremely slow drain my ten minute shower practically turned into a bath the bathroom sink had a problem with uneven water pressure the lighting in the room was inadequate  four lamps with dim bulbs did not provide enough light and opening the curtains was not much help since the hotel is in the shadows of tall hospital buildings the door was challenging to close and latch and i found the single chain lock  no deadbolt to be insufficient on an odd note the hotel has framed photography on display and for sale in the lobby yet when we inquired about purchasing a piece  which was a fundraiser for the adjacent hospital by the way  no one knew how to sell it to us we left without the piece why display prices and post information about the fundraiser and then be unable to sell the pieces disappointing if i had someone in one of the nearby hospitals this would be my hotel of choice but otherwise i won t be back ,0.03283898,0.054025423,negative,1,1,1,1
what a beautiful room i stayed at this hotel on friday night in june the room was beautiful  spacious  large king bed with a kitchenette  a treat in a downtown hotel since frequently rooms in downtown feel like my closet the kitchenette was also lovely we had room service for breakfast and in the evening the breakfast came exactly at the requested time  hot  cooked perfectly and the evening was equally responsive the front desk staff was equally attentive helpful and efficient we were in town for a concert so the concierge was very helpful in getting us a taxi and ensuring that the driver knew exactly where we going and to get us there promptly great job it was in a good location to go to the bu harvard medical fenway northeastern u  and the hospital district we were going to the bu area ,0.05629139,0.014900662,positive,5,4,4,4
not a great place not a great hotel quality of staff was uneven often unfriendly room maintenance was poor the door did not close properly shower poor quality room somewhat cramped ,0.10080645,0.15725806,negative,1,0,1,1
beware  bed bugs we were in boston due to a medical emergency we had a very young baby with us so we wanted to be as close to the hospital as possible because we were there for 10 days we had to stay in many different rooms the rooms were mediocre and the price i thought was high even with medical discount we found a couple of the staff great  very helpful went over and above and others totally rude but our biggest problem was bed bugs i was bitten over 100 times on my face  gross   chest arms and hands my adult daughter received fewer bites that became very and infected luckily the baby did not show any bites we are still trying to resolve this situation with the management who has not been overly helpful if you absolutely have to stay here for closeness to the hospitals i would thoroughly check the room for bed bugs make sure you take a flashlight we actually saw two bugs in bathroom but thought they were ticks being from a rural mountainous area this made sense to us until we saw all the bites it is an extremely traumatic event to know that bugs have been feeding all over you in the night both my daughter and myself are suffering from post traumatic stress because of it we are always looking for bugs now and jumping out of bed to check i should say that we had stayed at this hotel before several years ago and had loved it hopefully another hotel chain will build a hotel in this area soon so that people experiencing a medical crisis have a choice be very xareful about your luggage  we are still not sure if we brought any home with us or not ,0.05587255,0.039715685,negative,0,1,1,1
marginal hotel poor value the only thing good about this hotel is its location if you have a loved one at one of the hospitals as it is an easy walk to several major hospitals we stayed the night before surgery for my partner at brigham  women s hospital and was booked for four nights i checked out after just one night the room was tiny and cramped desperately needed upgrading as it was worn and tired i ve seen dorm rooms from the 1960 s that were better i couldn t get the internet connection to work we had to take the top off the toilet to make it stop running after every flush and the cleaning was superficial including the discovery of a soggy moldy coffee packet in the coffeemaker how dare this hotel charge 189 regular rate and 159 special medical rate for this room parking is an extra cost as well i got a much cleaner nicer room at the boston park plaza for 119 per night and rode the green line train for the remainder of my stay other than a room this hotel offers nothing one might seek for amenities it is dreary it is adjacent to the longwood galleria which has a decent restaurant but is otherwise a small food court like you see in a mall unless you absolutely want to or need to be at the hospitals avoid this hotel ,0.04375,0.0359375,negative,4,2,2,2
tremendous service the friendly and helpful staff at this hotel went above and beyond the call of duty everyone pitched in to help when my car battery died and manager bill davies saved me and got the car started thanks for the excellent service and extra assistance ,0.05319149,0.02925532,positive,0,0,0,5
